Orthogroups,Ornithorhynchus_anatinus,Callithrix_jacchus,Cercocebus_atys,Macaca_fascicularis,Macaca_mulatta,Macaca_nemestrina,Papio_anubis,Gorilla_gorilla,Pan_paniscus,Pan_troglodytes,Homo_sapiens,Canis_lupus_familiaris,Felis_catus,Equus_caballus,Sus_scrofa,Bos_taurus,Capra_hircus,Ovis_aries,Manis_javanica,Oryctolagus_cuniculus,Mus_musculus,Rattus_norvegicus,Cavia_porcellus,Heterocephalus_glaber,Monodelphis_domestica,Microcebus_murinus,Chlorocebus_sabaeus
Orthogroup_4725,ENSOANG00000009030,ENSCJAG00000004899,ENSCATG00000036978,ENSMFAG00000030414,ENSMMUG00000013371,ENSMNEG00000043776,ENSPANG00000001765,ENSGGOG00000000890,ENSPPAG00000031464,ENSPTRG00000005690,ENSG00000132953,ENSCAFG00000007222,ENSFCAG00000000855,ENSECAG00000018942,ENSSSCG00000009276,ENSBTAG00000003710,ENSCHIG00000016203,ENSOARG00000013784,108394098,ENSOCUG00000008490,ENSMUSG00000021952,ENSRNOG00000010137,ENSCPOG00000001466,ENSHGLG00100011413,ENSMODG00000008262,ENSMICG00000004636,ENSCSAG00000018125
Orthogroup_4726,ENSOANG00000015531,ENSCJAG00000008453,ENSCATG00000032302,ENSMFAG00000002101,ENSMMUG00000013191,ENSMNEG00000041933,ENSPANG00000007049,ENSGGOG00000001176,ENSPPAG00000008534,ENSPTRG00000005890,ENSG00000102786,ENSCAFG00000025364,ENSFCAG00000030967,ENSECAG00000013770,ENSSSCG00000009384,ENSBTAG00000002970,ENSCHIG00000017223,ENSOARG00000008887,108409171,ENSOCUG00000000876,ENSMUSG00000035161,ENSRNOG00000009873,ENSCPOG00000000077,ENSHGLG00100012121,ENSMODG00000010648,ENSMICG00000008106,ENSCSAG00000017693
Orthogroup_4727,ENSOANG00000012647,ENSCJAG00000013508,ENSCATG00000031290,ENSMFAG00000040845,ENSMMUG00000012856,ENSMNEG00000038891,ENSPANG00000023299,ENSGGOG00000008590,ENSPPAG00000030125,ENSPTRG00000008947,ENSG00000108256,ENSCAFG00000018888,ENSFCAG00000007193,ENSECAG00000004975,ENSSSCG00000017785,ENSBTAG00000033077,ENSCHIG00000015671,ENSOARG00000006644,108396812,ENSOCUG00000016483,ENSMUSG00000037857,ENSRNOG00000024964,ENSCPOG00000002815,NA,NA,ENSMICG00000016380,ENSCSAG00000007009
Orthogroup_4728,ENSOANG00000039210,ENSCJAG00000018674,ENSCATG00000028177,ENSMFAG00000035649,ENSMMUG00000013346,ENSMNEG00000033678,ENSPANG00000021857,ENSGGOG00000009867,ENSPPAG00000035081,ENSPTRG00000005758,ENSG00000102802,ENSCAFG00000006579,ENSFCAG00000007544,ENSECAG00000014702,ENSSSCG00000009331,ENSBTAG00000008271,ENSCHIG00000019733,ENSOARG00000011803,108397508,ENSOCUG00000016718,ENSMUSG00000029659,ENSRNOG00000000906,ENSCPOG00000003921,ENSHGLG00100000642,ENSMODG00000009294,ENSMICG00000011156,ENSCSAG00000017948
Orthogroup_4729,ENSOANG00000015504,ENSCJAG00000017968,ENSCATG00000008419,ENSMFAG00000045597,ENSMMUG00000012307,ENSMNEG00000034890,ENSPANG00000009523,ENSGGOG00000006685,ENSPPAG00000029550,ENSPTRG00000005794,ENSG00000133110,ENSCAFG00000006073,ENSFCAG00000019190,ENSECAG00000023841,ENSSSCG00000009361,ENSBTAG00000012409,ENSCHIG00000008249,ENSOARG00000010041,108390824,ENSOCUG00000011482,ENSMUSG00000027750,ENSRNOG00000012660,ENSCPOG00000001209,ENSHGLG00100014026,ENSMODG00000010145,ENSMICG00000015465,ENSCSAG00000017861
Orthogroup_4730,ENSOANG00000005616,ENSCJAG00000020875,ENSCATG00000042369,ENSMFAG00000040383,ENSMMUG00000012849,ENSMNEG00000029793,ENSPANG00000016082,NA,NA,NA,ENSG00000134758,ENSCAFG00000018017,ENSFCAG00000014180,ENSECAG00000008574,ENSSSCG00000003730,ENSBTAG00000020160,ENSCHIG00000000469,ENSOARG00000006124,NA,ENSOCUG00000007201,NA,NA,ENSCPOG00000003463,ENSHGLG00100005746,ENSMODG00000010850,ENSMICG00000004459,ENSCSAG00000017873
Orthogroup_4731,ENSOANG00000005270,ENSCJAG00000018243,ENSCATG00000026320,ENSMFAG00000040932,ENSMMUG00000012895,ENSMNEG00000044253,ENSPANG00000019032,ENSGGOG00000013977,ENSPPAG00000039994,ENSPTRG00000009777,ENSG00000183010,ENSCAFG00000005906,NA,ENSECAG00000008836,ENSSSCG00000034723,ENSBTAG00000000042,ENSCHIG00000026809,ENSOARG00000017754,108395240,ENSOCUG00000001844,ENSMUSG00000025140,ENSRNOG00000036682,ENSCPOG00000002045,ENSHGLG00100006161,NA,ENSMICG00000017416,ENSCSAG00000002197
Orthogroup_4732,ENSOANG00000014660,ENSCJAG00000081936,ENSCATG00000018181,ENSMFAG00000023651,ENSMMUG00000012338,ENSMNEG00000004158,ENSPANG00000003348,ENSGGOG00000000721,ENSPPAG00000032560,ENSPTRG00000005996,ENSG00000169508,ENSCAFG00000005802,ENSFCAG00000010225,ENSECAG00000023457,ENSSSCG00000009517,ENSBTAG00000032084,ENSCHIG00000012779,ENSOARG00000017217,108396336,ENSOCUG00000024119,ENSMUSG00000051212,ENSRNOG00000025094,ENSCPOG00000008606,ENSHGLG00100019593,ENSMODG00000007873,ENSMICG00000015224,ENSCSAG00000000218
Orthogroup_4733,ENSOANG00000014920,ENSCJAG00000003252,ENSCATG00000033793,ENSMFAG00000003252,ENSMMUG00000013063,ENSMNEG00000041559,ENSPANG00000015280,ENSGGOG00000010704,ENSPPAG00000039020,ENSPTRG00000005967,ENSG00000088451,ENSCAFG00000005327,ENSFCAG00000002997,ENSECAG00000021307,ENSSSCG00000009491,ENSBTAG00000005309,ENSCHIG00000024188,ENSOARG00000000718,108393067,ENSOCUG00000010258,ENSMUSG00000022130,ENSRNOG00000009661,ENSCPOG00000001698,ENSHGLG00100004801,NA,ENSMICG00000007621,ENSCSAG00000017539
Orthogroup_4734,ENSOANG00000015302,ENSCJAG00000018272,ENSCATG00000044575,ENSMFAG00000001442,ENSMMUG00000012893,ENSMNEG00000018366,ENSPANG00000019130,ENSGGOG00000026754,ENSPPAG00000035385,ENSPTRG00000052436,ENSG00000197063,ENSCAFG00000005893,ENSFCAG00000035323,ENSECAG00000017470,ENSSSCG00000035253,ENSBTAG00000000040,ENSCHIG00000015647,ENSOARG00000017782,108395242,NA,ENSMUSG00000051510,ENSRNOG00000036697,ENSCPOG00000039459,ENSHGLG00100004737,ENSMODG00000003081,ENSMICG00000017415,ENSCSAG00000002199
Orthogroup_4735,ENSOANG00000015587,ENSCJAG00000056150,ENSCATG00000012765,ENSMFAG00000038976,ENSMMUG00000012636,ENSMNEG00000025133,ENSPANG00000004546,ENSGGOG00000038712,ENSPPAG00000012273,ENSPTRG00000047173,ENSG00000180332,ENSCAFG00000004547,ENSFCAG00000002106,ENSECAG00000005117,ENSSSCG00000022868,ENSBTAG00000019416,ENSCHIG00000006271,ENSOARG00000005921,108398159,ENSOCUG00000013829,ENSMUSG00000046523,ENSRNOG00000050996,ENSCPOG00000009346,ENSHGLG00100015614,ENSMODG00000024944,NA,ENSCSAG00000018607
Orthogroup_4736,ENSOANG00000039909,ENSCJAG00000000478,ENSCATG00000042213,ENSMFAG00000034386,ENSMMUG00000013070,ENSMNEG00000030613,ENSPANG00000010569,ENSGGOG00000023884,ENSPPAG00000043363,ENSPTRG00000011233,ENSG00000105467,ENSCAFG00000004020,ENSFCAG00000000969,ENSECAG00000012381,ENSSSCG00000003131,ENSBTAG00000008546,ENSCHIG00000026260,ENSOARG00000011706,108386784,ENSOCUG00000027135,ENSMUSG00000040231,ENSRNOG00000021093,ENSCPOG00000020860,ENSHGLG00100009719,NA,ENSMICG00000004068,ENSCSAG00000002868
Orthogroup_4737,ENSOANG00000043407,ENSCJAG00000020517,ENSCATG00000030504,ENSMFAG00000037398,ENSMMUG00000012987,ENSMNEG00000038858,ENSPANG00000012867,ENSGGOG00000001312,NA,ENSPTRG00000009908,ENSG00000141446,ENSCAFG00000018249,ENSFCAG00000012351,ENSECAG00000016120,ENSSSCG00000003700,ENSBTAG00000017597,ENSCHIG00000016783,ENSOARG00000008455,108384360,ENSOCUG00000009587,NA,NA,NA,NA,ENSMODG00000021486,ENSMICG00000008993,ENSCSAG00000017651
Orthogroup_4738,ENSOANG00000009186,ENSCJAG00000020545,ENSCATG00000003725,ENSMFAG00000032138,ENSMMUG00000012715,ENSMNEG00000041192,ENSPANG00000009438,ENSGGOG00000028381,ENSPPAG00000025005,ENSPTRG00000009915,ENSG00000101773,ENSCAFG00000018216,ENSFCAG00000025887,ENSECAG00000018454,NA,ENSBTAG00000006743,ENSCHIG00000013081,NA,108393816,ENSOCUG00000007333,ENSMUSG00000041238,ENSRNOG00000012899,ENSCPOG00000007702,ENSHGLG00100006096,ENSMODG00000021493,ENSMICG00000009274,ENSCSAG00000017669
Orthogroup_4739,ENSOANG00000012646,ENSCJAG00000013501,ENSCATG00000032650,ENSMFAG00000002646,ENSMMUG00000012855,ENSMNEG00000040488,ENSPANG00000023297,ENSGGOG00000002292,ENSPPAG00000006625,ENSPTRG00000008946,ENSG00000108255,ENSCAFG00000018885,ENSFCAG00000012488,ENSECAG00000001331,ENSSSCG00000040641,ENSBTAG00000005352,ENSCHIG00000013728,ENSOARG00000006550,108396813,ENSOCUG00000012276,ENSMUSG00000000724,ENSRNOG00000008700,ENSCPOG00000002812,ENSHGLG00100019210,ENSMODG00000019325,ENSMICG00000013379,ENSCSAG00000007018
Orthogroup_4740,ENSOANG00000048430,ENSCJAG00000045669,ENSCATG00000040121,ENSMFAG00000002072,ENSMMUG00000013037,ENSMNEG00000034818,ENSPANG00000007570,ENSGGOG00000002961,ENSPPAG00000030708,ENSPTRG00000005909,ENSG00000136099,ENSCAFG00000004836,ENSFCAG00000010132,ENSECAG00000024090,ENSSSCG00000009445,ENSBTAG00000018179,ENSCHIG00000007364,NA,108393422,ENSOCUG00000008197,ENSMUSG00000036422,ENSRNOG00000013101,ENSCPOG00000014873,ENSHGLG00100004270,ENSMODG00000014739,ENSMICG00000014653,ENSCSAG00000017649
Orthogroup_4741,ENSOANG00000006057,ENSCJAG00000021093,ENSCATG00000030765,ENSMFAG00000032114,ENSMMUG00000013234,ENSMNEG00000038797,ENSPANG00000020947,ENSGGOG00000004058,NA,ENSPTRG00000005924,ENSG00000276644,ENSCAFG00000004978,ENSFCAG00000027420,ENSECAG00000017699,ENSSSCG00000009457,ENSBTAG00000043985,ENSCHIG00000003476,ENSOARG00000015209,108390745,ENSOCUG00000002140,ENSMUSG00000055639,ENSRNOG00000008834,ENSCPOG00000031715,ENSHGLG00100004475,ENSMODG00000000173,NA,ENSCSAG00000017630
Orthogroup_4742,ENSOANG00000014919,ENSCJAG00000043138,ENSCATG00000043062,ENSMFAG00000043992,ENSMMUG00000013059,ENSMNEG00000043105,ENSPANG00000004613,ENSGGOG00000026438,ENSPPAG00000041567,ENSPTRG00000048877,ENSG00000152749,ENSCAFG00000005334,ENSFCAG00000026347,ENSECAG00000011085,ENSSSCG00000009492,ENSBTAG00000005310,ENSCHIG00000016880,ENSOARG00000000821,108393066,ENSOCUG00000016276,ENSMUSG00000022131,ENSRNOG00000009766,ENSCPOG00000001700,ENSHGLG00100002896,ENSMODG00000009336,ENSMICG00000007628,ENSCSAG00000017536
Orthogroup_4743,ENSOANG00000015257,ENSCJAG00000019491,ENSCATG00000021488,ENSMFAG00000030072,ENSMMUG00000013721,ENSMNEG00000038996,ENSPANG00000020218,ENSGGOG00000014254,ENSPPAG00000035795,ENSPTRG00000005746,ENSG00000139508,ENSCAFG00000006691,ENSFCAG00000008236,ENSECAG00000011432,ENSSSCG00000009322,NA,ENSCHIG00000006252,ENSOARG00000012100,118969491,ENSOCUG00000010129,ENSMUSG00000029650,ENSRNOG00000000937,ENSCPOG00000015460,ENSHGLG00100011387,ENSMODG00000009152,ENSMICG00000016295,ENSCSAG00000017966
Orthogroup_4744,ENSOANG00000009050,ENSCJAG00000019296,ENSCATG00000021984,ENSMFAG00000003010,ENSMMUG00000014841,ENSMNEG00000031167,ENSPANG00000001990,ENSGGOG00000006569,ENSPPAG00000035126,ENSPTRG00000005724,ENSG00000132964,ENSCAFG00000006870,ENSFCAG00000027073,ENSECAG00000015515,ENSSSCG00000009298,ENSBTAG00000016737,ENSCHIG00000006655,ENSOARG00000012732,108401007,ENSOCUG00000015595,ENSMUSG00000029635,ENSRNOG00000039819,ENSCPOG00000040435,ENSHGLG00100004559,ENSMODG00000008753,ENSMICG00000012312,ENSCSAG00000017989
Orthogroup_4745,ENSOANG00000015641,ENSCJAG00000006683,ENSCATG00000029085,ENSMFAG00000032147,ENSMMUG00000013625,ENSMNEG00000045207,ENSPANG00000024150,ENSGGOG00000014012,ENSPPAG00000031932,ENSPTRG00000006047,ENSG00000068650,ENSCAFG00000006199,ENSFCAG00000014241,ENSECAG00000014304,ENSSSCG00000037561,ENSBTAG00000000446,ENSCHIG00000000304,ENSOARG00000007391,108409601,ENSOCUG00000025493,ENSMUSG00000031441,ENSRNOG00000017154,ENSCPOG00000010539,ENSHGLG00100018719,ENSMODG00000004191,ENSMICG00000007865,ENSCSAG00000017453
Orthogroup_4746,ENSOANG00000044748,NA,ENSCATG00000033895,ENSMFAG00000030228,ENSMMUG00000013607,ENSMNEG00000033556,ENSPANG00000023961,ENSGGOG00000007968,ENSPPAG00000027983,ENSPTRG00000010111,ENSG00000166347,NA,ENSFCAG00000029619,ENSECAG00000017581,ENSSSCG00000004875,ENSBTAG00000012012,ENSCHIG00000000287,ENSOARG00000004694,108398910,ENSOCUG00000016235,ENSMUSG00000024646,NA,ENSCPOG00000012111,ENSHGLG00100011927,ENSMODG00000012386,ENSMICG00000003395,ENSCSAG00000018225
Orthogroup_4747,ENSOANG00000006997,ENSCJAG00000003729,ENSCATG00000000462,ENSMFAG00000045809,ENSMMUG00000013780,ENSMNEG00000029068,ENSPANG00000005861,ENSGGOG00000001745,ENSPPAG00000036848,ENSPTRG00000005916,ENSG00000139734,ENSCAFG00000004902,ENSFCAG00000027832,ENSECAG00000019161,ENSSSCG00000009448,ENSBTAG00000012443,ENSCHIG00000020803,ENSOARG00000006414,108400668,ENSOCUG00000001719,ENSMUSG00000022021,ENSRNOG00000008986,ENSCPOG00000007425,ENSHGLG00100011663,ENSMODG00000006363,ENSMICG00000011388,ENSCSAG00000017643
Orthogroup_4748,ENSOANG00000012018,ENSCJAG00000008107,ENSCATG00000037094,ENSMFAG00000029779,ENSMMUG00000015952,ENSMNEG00000029817,ENSPANG00000017088,ENSGGOG00000006796,ENSPPAG00000019290,ENSPTRG00000009999,ENSG00000167216,ENSCAFG00000017583,ENSFCAG00000018778,ENSECAG00000010207,ENSSSCG00000022643,ENSBTAG00000019331,ENSCHIG00000021217,ENSOARG00000003483,108401256,ENSOCUG00000006971,ENSMUSG00000025420,ENSRNOG00000017788,ENSCPOG00000008150,NA,ENSMODG00000003358,ENSMICG00000007857,ENSCSAG00000018001
Orthogroup_4749,ENSOANG00000015642,ENSCJAG00000006651,ENSCATG00000039838,ENSMFAG00000033216,ENSMMUG00000013617,ENSMNEG00000041136,ENSPANG00000003631,ENSGGOG00000011392,ENSPPAG00000010792,NA,ENSG00000126216,ENSCAFG00000006143,ENSFCAG00000003787,ENSECAG00000019850,ENSSSCG00000009553,ENSBTAG00000044184,ENSCHIG00000000224,ENSOARG00000007259,108409603,ENSOCUG00000013595,ENSMUSG00000000759,ENSRNOG00000017085,ENSCPOG00000027201,ENSHGLG00100014626,ENSMODG00000004240,ENSMICG00000005542,ENSCSAG00000017457
Orthogroup_4750,ENSOANG00000029590,ENSCJAG00000019941,ENSCATG00000037201,ENSMFAG00000031162,ENSMMUG00000014195,ENSMNEG00000035521,ENSPANG00000020323,ENSGGOG00000005444,ENSPPAG00000042131,ENSPTRG00000009593,ENSG00000133195,NA,ENSFCAG00000012544,ENSECAG00000021972,ENSSSCG00000037754,ENSBTAG00000018837,ENSCHIG00000023051,NA,108409475,ENSOCUG00000000410,ENSMUSG00000041654,ENSRNOG00000031213,ENSCPOG00000004674,ENSHGLG00100015764,ENSMODG00000027766,ENSMICG00000007456,ENSCSAG00000004409
Orthogroup_4751,ENSOANG00000037186,ENSCJAG00000019777,ENSCATG00000043124,ENSMFAG00000030469,ENSMMUG00000013412,ENSMNEG00000036313,ENSPANG00000021047,NA,ENSPPAG00000029059,ENSPTRG00000009512,ENSG00000008283,ENSCAFG00000013017,ENSFCAG00000002077,ENSECAG00000011617,ENSSSCG00000017297,ENSBTAG00000020810,ENSCHIG00000021375,NA,108401232,ENSOCUG00000026470,ENSMUSG00000019590,ENSRNOG00000007433,ENSCPOG00000031994,ENSHGLG00100005425,ENSMODG00000010087,ENSMICG00000014405,ENSCSAG00000003859
Orthogroup_4752,ENSOANG00000009069,ENSCJAG00000020734,ENSCATG00000043318,ENSMFAG00000041146,ENSMMUG00000014934,ENSMNEG00000029824,ENSPANG00000020899,ENSGGOG00000010474,ENSPPAG00000031870,ENSPTRG00000009936,ENSG00000171885,ENSCAFG00000018125,ENSFCAG00000037651,ENSECAG00000004242,ENSSSCG00000035965,ENSBTAG00000051072,ENSCHIG00000010124,ENSOARG00000006982,108391572,ENSOCUG00000008833,ENSMUSG00000024411,ENSRNOG00000016043,ENSCPOG00000004446,ENSHGLG00100001705,ENSMODG00000021514,ENSMICG00000002328,ENSCSAG00000017817
Orthogroup_4753,ENSOANG00000003359,ENSCJAG00000003901,ENSCATG00000041912,ENSMFAG00000003777,ENSMMUG00000014553,ENSMNEG00000035139,ENSPANG00000007681,ENSGGOG00000015471,ENSPPAG00000029836,ENSPTRG00000009983,ENSG00000078142,ENSCAFG00000017725,ENSFCAG00000022869,ENSECAG00000010657,ENSSSCG00000003749,ENSBTAG00000026290,ENSCHIG00000015348,ENSOARG00000005184,108396919,ENSOCUG00000009451,ENSMUSG00000033628,ENSRNOG00000017840,ENSCPOG00000004375,ENSHGLG00100010532,ENSMODG00000000219,ENSMICG00000005854,ENSCSAG00000017942
Orthogroup_4754,ENSOANG00000005460,ENSCJAG00000004323,ENSCATG00000038175,ENSMFAG00000002597,ENSMMUG00000013531,ENSMNEG00000034763,ENSPANG00000009971,ENSGGOG00000008742,ENSPPAG00000031974,NA,ENSG00000065150,ENSCAFG00000005561,ENSFCAG00000025657,ENSECAG00000014808,ENSSSCG00000009509,ENSBTAG00000039374,ENSCHIG00000018053,ENSOARG00000002835,108397257,ENSOCUG00000003898,ENSMUSG00000030662,ENSRNOG00000010989,ENSCPOG00000004827,ENSHGLG00100000144,ENSMODG00000008520,ENSMICG00000012711,ENSCSAG00000017519
Orthogroup_4755,ENSOANG00000015475,ENSCJAG00000018570,ENSCATG00000039061,ENSMFAG00000041822,ENSMMUG00000013713,ENSMNEG00000035100,ENSPANG00000005486,ENSGGOG00000002840,ENSPPAG00000029099,ENSPTRG00000005761,ENSG00000187676,ENSCAFG00000006522,ENSFCAG00000018185,ENSECAG00000009608,ENSSSCG00000009335,ENSBTAG00000033412,ENSCHIG00000016248,ENSOARG00000011694,108404252,ENSOCUG00000014798,ENSMUSG00000051950,ENSRNOG00000061346,ENSCPOG00000007455,ENSHGLG00100017281,ENSMODG00000009353,ENSMICG00000011910,ENSCSAG00000017941
Orthogroup_4756,ENSOANG00000015474,ENSCJAG00000018597,ENSCATG00000045191,ENSMFAG00000018638,ENSMMUG00000013707,ENSMNEG00000032386,ENSPANG00000012232,ENSGGOG00000015313,ENSPPAG00000012606,ENSPTRG00000005760,ENSG00000120694,ENSCAFG00000006538,ENSFCAG00000007547,ENSECAG00000018428,ENSSSCG00000009334,ENSBTAG00000005012,ENSCHIG00000003518,ENSOARG00000011756,108397507,ENSOCUG00000014773,ENSMUSG00000029657,ENSRNOG00000000902,NA,ENSHGLG00100017067,ENSMODG00000009347,NA,ENSCSAG00000017943
Orthogroup_4757,ENSOANG00000005929,ENSCJAG00000004704,ENSCATG00000044413,ENSMFAG00000031667,ENSMMUG00000015704,ENSMNEG00000031886,ENSPANG00000016942,ENSGGOG00000008438,ENSPPAG00000039903,ENSPTRG00000010006,ENSG00000184828,NA,ENSFCAG00000030658,ENSECAG00000020456,ENSSSCG00000028076,ENSBTAG00000013306,ENSCHIG00000001635,ENSOARG00000003681,108400737,ENSOCUG00000022348,ENSMUSG00000044646,ENSRNOG00000047924,ENSCPOG00000040464,ENSHGLG00100007488,ENSMODG00000003412,ENSMICG00000017920,ENSCSAG00000018018
Orthogroup_4758,ENSOANG00000014968,ENSCJAG00000002951,ENSCATG00000040586,ENSMFAG00000009175,ENSMMUG00000013529,ENSMNEG00000032519,ENSPANG00000006220,ENSGGOG00000024756,ENSPPAG00000037491,ENSPTRG00000010095,ENSG00000071991,ENSCAFG00000000052,ENSFCAG00000019316,ENSECAG00000023022,ENSSSCG00000004885,NA,ENSCHIG00000009966,ENSOARG00000005056,108409666,ENSOCUG00000017601,ENSMUSG00000047216,ENSRNOG00000029841,ENSCPOG00000000563,ENSHGLG00100004409,ENSMODG00000021408,NA,ENSCSAG00000018213
Orthogroup_4759,ENSOANG00000040889,ENSCJAG00000046603,ENSCATG00000038888,ENSMFAG00000037350,ENSMMUG00000014916,ENSMNEG00000031078,ENSPANG00000000181,ENSGGOG00000005289,ENSPPAG00000029386,ENSPTRG00000010120,ENSG00000179981,ENSCAFG00000000020,ENSFCAG00000036924,ENSECAG00000002955,ENSSSCG00000004861,ENSBTAG00000000422,ENSCHIG00000016422,ENSOARG00000004555,108396090,ENSOCUG00000008235,ENSMUSG00000046982,ENSRNOG00000016246,ENSCPOG00000009072,ENSHGLG00100009020,ENSMODG00000012317,ENSMICG00000013601,ENSCSAG00000019504
Orthogroup_4760,ENSOANG00000003440,ENSCJAG00000003580,ENSCATG00000040183,ENSMFAG00000042329,ENSMMUG00000014235,ENSMNEG00000040983,ENSPANG00000025283,ENSGGOG00000023405,ENSPPAG00000037274,ENSPTRG00000010053,ENSG00000172175,ENSCAFG00000000105,ENSFCAG00000013987,ENSECAG00000013691,ENSSSCG00000004917,ENSBTAG00000027916,ENSCHIG00000016706,ENSOARG00000005525,108403095,NA,ENSMUSG00000032688,ENSRNOG00000017181,ENSCPOG00000012493,ENSHGLG00100003039,ENSMODG00000020434,ENSMICG00000007719,ENSCSAG00000018162
Orthogroup_4761,ENSOANG00000005632,ENSCJAG00000020748,ENSCATG00000023265,ENSMFAG00000004661,ENSMMUG00000015178,ENSMNEG00000043364,ENSPANG00000017231,ENSGGOG00000012100,ENSPPAG00000037338,ENSPTRG00000009939,ENSG00000170558,ENSCAFG00000018115,ENSFCAG00000012301,ENSECAG00000009663,ENSSSCG00000003722,ENSBTAG00000021190,ENSCHIG00000018662,ENSOARG00000006907,108383880,ENSOCUG00000003656,ENSMUSG00000024304,ENSRNOG00000015602,ENSCPOG00000012391,ENSHGLG00100002161,ENSMODG00000021517,NA,ENSCSAG00000017819
Orthogroup_4762,ENSOANG00000008061,ENSCJAG00000000327,ENSCATG00000030141,NA,ENSMMUG00000015120,ENSMNEG00000033403,ENSPANG00000020563,ENSGGOG00000009261,ENSPPAG00000040555,ENSPTRG00000009556,ENSG00000091583,ENSCAFG00000011281,ENSFCAG00000012580,ENSECAG00000022165,ENSSSCG00000040910,ENSBTAG00000001915,ENSCHIG00000024490,ENSOARG00000015661,108402319,ENSOCUG00000003394,ENSMUSG00000000049,ENSRNOG00000003566,ENSCPOG00000012289,ENSHGLG00100014666,ENSMODG00000004169,ENSMICG00000013257,ENSCSAG00000004104
Orthogroup_4763,ENSOANG00000008115,ENSCJAG00000001868,ENSCATG00000021673,ENSMFAG00000033415,ENSMMUG00000013999,ENSMNEG00000044541,ENSPANG00000006451,ENSGGOG00000007343,ENSPPAG00000036460,ENSPTRG00000010031,ENSG00000187323,ENSCAFG00000000157,ENSFCAG00000012953,ENSECAG00000021760,ENSSSCG00000040836,ENSBTAG00000048378,ENSCHIG00000025162,ENSOARG00000004732,108383934,ENSOCUG00000000384,ENSMUSG00000060534,ENSRNOG00000033099,ENSCPOG00000002018,ENSHGLG00100010443,ENSMODG00000011028,ENSMICG00000003408,ENSCSAG00000018101
Orthogroup_4764,ENSOANG00000041320,ENSCJAG00000020988,ENSCATG00000035620,ENSMFAG00000037783,ENSMMUG00000014822,ENSMNEG00000035681,ENSPANG00000038628,ENSGGOG00000006512,ENSPPAG00000033551,ENSPTRG00000006000,ENSG00000043355,ENSCAFG00000005835,ENSFCAG00000040551,ENSECAG00000018593,ENSSSCG00000009520,ENSBTAG00000025246,ENSCHIG00000023898,NA,108406507,NA,ENSMUSG00000061524,ENSRNOG00000054879,ENSCPOG00000026926,NA,ENSMODG00000007718,ENSMICG00000015310,ENSCSAG00000017494
Orthogroup_4765,ENSOANG00000015008,ENSCJAG00000004279,ENSCATG00000038923,ENSMFAG00000044143,ENSMMUG00000015761,ENSMNEG00000039424,ENSPANG00000011897,ENSGGOG00000016277,ENSPPAG00000034933,ENSPTRG00000009854,ENSG00000168502,ENSCAFG00000018683,ENSFCAG00000005803,ENSECAG00000029756,ENSSSCG00000003684,ENSBTAG00000009459,ENSCHIG00000023205,ENSOARG00000000803,108392289,ENSOCUG00000013230,ENSMUSG00000052105,ENSRNOG00000025527,ENSCPOG00000013933,ENSHGLG00100008715,ENSMODG00000021451,ENSMICG00000002310,ENSCSAG00000017568
Orthogroup_4766,ENSOANG00000040718,ENSCJAG00000003178,ENSCATG00000031119,ENSMFAG00000024091,ENSMMUG00000015702,ENSMNEG00000032975,ENSPANG00000026365,ENSGGOG00000016066,ENSPPAG00000041469,ENSPTRG00000010113,ENSG00000187773,ENSCAFG00000000025,ENSFCAG00000008272,ENSECAG00000018225,ENSSSCG00000039486,ENSBTAG00000000106,ENSCHIG00000000144,ENSOARG00000004672,NA,ENSOCUG00000003995,ENSMUSG00000047992,ENSRNOG00000015448,ENSCPOG00000002230,ENSHGLG00100008838,ENSMODG00000012378,NA,ENSCSAG00000018228
Orthogroup_4767,ENSOANG00000037498,ENSCJAG00000010119,ENSCATG00000035886,ENSMFAG00000035449,ENSMMUG00000013710,ENSMNEG00000005303,ENSPANG00000011713,ENSGGOG00000003551,ENSPPAG00000028735,ENSPTRG00000010138,ENSG00000101544,ENSCAFG00000000007,ENSFCAG00000022677,ENSECAG00000008310,ENSSSCG00000038632,ENSBTAG00000005916,ENSCHIG00000010631,ENSOARG00000004037,NA,ENSOCUG00000009233,ENSMUSG00000053950,NA,ENSCPOG00000035899,ENSHGLG00100003540,ENSMODG00000011929,NA,ENSCSAG00000018257
Orthogroup_4768,ENSOANG00000006178,ENSCJAG00000019528,ENSCATG00000042981,ENSMFAG00000038469,ENSMMUG00000016771,ENSMNEG00000034262,ENSPANG00000020977,ENSGGOG00000006814,ENSPPAG00000035296,ENSPTRG00000009526,ENSG00000108604,ENSCAFG00000012708,ENSFCAG00000003502,ENSECAG00000011370,NA,ENSBTAG00000021062,ENSCHIG00000011609,ENSOARG00000013842,108402912,ENSOCUG00000004337,ENSMUSG00000078619,ENSRNOG00000010557,ENSCPOG00000011371,ENSHGLG00100017008,ENSMODG00000009857,ENSMICG00000010005,ENSCSAG00000003931
